"","subject","native_lang","age","gender","trial","story","reaction_time","response_a","response_b","response_c","response_d","report_a","report_b","report_c","tag_a","tag_b","tag_c","exhaustive_seen","mention_one_high_seen","mention_one_low_seen","mention_some_high_seen","mention_some_low_seen","false_report_seen","none_of_above_seen","exhaustive_chosen","mention_one_high_chosen","mention_one_low_chosen","mention_some_high_chosen","mention_some_low_chosen","false_report_chosen","none_of_above_chosen"
"677","A3L2UB07EZJAMD","English",49,"male","low","low_yoga",15201,"0","0","1",0,"Studio A.","Studios C and B.","Studios F and E.","f","ms-l","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"678","A3L2UB07EZJAMD","English",49,"male","high","high_fbi",22736,"0","0","0",1,"Place E.","Place D.","Places B and E.","mo-l","f","ms-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"680","A3L2UB07EZJAMD","English",49,"male","low","low_brother",28155,"0","1","0",0,"Stall E.","Stalls C and D.","Stalls A and B.","f","ms-h","ms-l",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"681","A3L2UB07EZJAMD","English",49,"male","high","high_inspector",42396,"0","0","1",0,"Restaurants C and E.","Restaurant A.","Restaurants A and B.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"682","A3L2UB07EZJAMD","English",49,"male","low","low_pic",22843,"0","1","0",0,"Locations D and F.","Locations A, D, E, and F.","Location B.","ms-l","exh","f",1,0,0,0,1,1,1,1,0,0,0,0,0,0
"688","A28SYXQL3YOKVL","english",33,"male","high","high_inspector",85228,"0","1","1",0,"Restaurant F.","Restaurants C and E.","Restaurant A.","f","ms-l","mo-h",0,1,0,0,1,1,1,0,1,0,0,1,0,0
"689","A28SYXQL3YOKVL","english",33,"male","low","low_yoga",44480,"1","1","1",0,"Studios C and B.","Studio F.","Studios F and E.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"691","A28SYXQL3YOKVL","english",33,"male","high","high_fbi",63565,"1","1","1",0,"Places F and A.","Places B and E.","Place D.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,1,1,1,0
"692","A28SYXQL3YOKVL","english",33,"male","low","low_la",40578,"1","1","1",0,"Diner C.","Diners C and F.","Diner E.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"694","A28SYXQL3YOKVL","english",33,"male","high","high_terrorism",52314,"1","1","1",0,"Stores E, B, A, D, and F.","Stores E and B.","Stores A and F.","exh","ms-h","ms-l",1,0,0,1,1,0,1,1,0,0,1,1,0,0
"695","A28SYXQL3YOKVL","english",33,"male","low","low_coffee",61461,"1","1","1",0,"Cafes E and B.","Cafe A.","Cafe D.","ms-h","f","mo-l",0,0,1,1,0,1,1,0,0,1,1,0,1,0
"696","A28SYXQL3YOKVL","english",33,"male","high","high_firefighter",43025,"0","1","1",0,"The first floor.","The sixth floor.","The fifth and second floors.","f","mo-l","ms-h",0,0,1,1,0,1,1,0,0,1,1,0,0,0
"698","A28SYXQL3YOKVL","english",33,"male","low","low_pic",34291,"1","1","1",0,"Location B.","Location A.","Location F.","f","mo-h","mo-l",0,1,1,0,0,1,1,0,1,1,0,0,1,0
"699","A28SYXQL3YOKVL","english",33,"male","high","high_operative",54755,"1","1","1",0,"The South and North districts.","The Northeast district.","The North district.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"700","A28SYXQL3YOKVL","english",33,"male","low","low_brother",43464,"1","1","1",0,"Stalls C and D.","Stalls C, D, A, F and B.","Stall C.","ms-h","exh","mo-h",1,1,0,1,0,0,1,1,1,0,1,0,0,0
"706","A1CY01G7686ORZ","english",35,"female","high","high_operative",30293,"0","1","0",0,"The South and North districts.","The Northeast and Southwest districts.","The Northeast district.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"707","A1CY01G7686ORZ","english",35,"female","low","low_brother",25499,"0","1","1",1,"Stall E.","Stall C.","Stalls C and D.","f","mo-h","ms-h",0,1,0,1,0,1,1,0,1,0,1,0,0,1
"708","A1CY01G7686ORZ","english",35,"female","high","high_firefighter",47727,"1","0","0",0,"The fifth and second floors.","The first floor.","The sixth floor.","ms-h","f","mo-l",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"710","A1CY01G7686ORZ","english",35,"female","low","low_coffee",50578,"0","1","1",0,"Cafe D.","Cafes E and B.","Cafe E.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"711","A1CY01G7686ORZ","english",35,"female","high","high_inspector",13581,"1","0","0",0,"Restaurants A and B.","Restaurant F.","Restaurants C and E.","ms-h","f","ms-l",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"713","A1CY01G7686ORZ","english",35,"female","low","low_yoga",25895,"1","0","0",0,"Studios F and E.","Studio A.","Studios F, E, D, C and B.","ms-h","f","exh",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"714","A1CY01G7686ORZ","english",35,"female","high","high_fbi",16297,"0","1","1",0,"Place E.","Place F.","Places F and A.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"715","A1CY01G7686ORZ","english",35,"female","low","low_la",25327,"0","1","0",0,"Diner E.","Diner C.","Diners A and E.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"717","A1CY01G7686ORZ","english",35,"female","high","high_terrorism",12311,"1","1","0",0,"Store E.","Stores E and B.","Stores A and F.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"718","A1CY01G7686ORZ","english",35,"female","low","low_pic",32030,"0","0","1",0,"Locations A, D, E, and F.","Location B.","Locations A and D.","exh","f","ms-h",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"724","A2QKM3JUFWBSMO","English",63,"male","high","high_inspector",175692,"0","0","1",0,"Restaurant E.","Restaurant A.","Restaurants A and B.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"725","A2QKM3JUFWBSMO","English",63,"male","low","low_coffee",56818,"1","0","0",0,"Cafe E.","Cafes F and D.","Cafe D.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"727","A2QKM3JUFWBSMO","English",63,"male","high","high_fbi",46617,"0","1","0",0,"Places F, A, B, C and E.","Places F and A.","Place F.","exh","ms-h","mo-h",1,1,0,1,0,0,1,0,0,0,1,0,0,0
"728","A2QKM3JUFWBSMO","English",63,"male","low","low_pic",32425,"1","0","0",0,"Location A.","Location F.","Location B.","mo-h","mo-l","f",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"730","A2QKM3JUFWBSMO","English",63,"male","high","high_operative",49809,"1","0","0",0,"The Northeast district.","The West district.","The North district.","mo-h","f","mo-l",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"731","A2QKM3JUFWBSMO","English",63,"male","low","low_yoga",27165,"0","1","0",0,"Studios C and B.","Studio F.","Studios F and E.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,0,0,0,0
"732","A2QKM3JUFWBSMO","English",63,"male","high","high_firefighter",34513,"1","0","0",0,"The fifth and second floors.","The first floor.","The fourth and sixth floors.","ms-h","f","ms-l",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"734","A2QKM3JUFWBSMO","English",63,"male","low","low_brother",25803,"0","0","1",0,"Stall B.","Stalls C and D.","Stalls A and B.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,0,1,0,0
"735","A2QKM3JUFWBSMO","English",63,"male","high","high_terrorism",39884,"0","1","0",0,"Store E.","Stores E and B.","Store F.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"736","A2QKM3JUFWBSMO","English",63,"male","low","low_la",27747,"0","0","0",1,"Diner E.","Diner B.","Diners A and E.","mo-l","f","ms-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"742","A7SXWHGK8B40R","English",24,"male","high","high_fbi",23550,"0","0","1",0,"Place F.","Places F and A.","Places F, A, B, C and E.","mo-h","ms-h","exh",1,1,0,1,0,0,1,1,0,0,0,0,0,0
"743","A7SXWHGK8B40R","English",24,"male","low","low_la",20902,"0","0","1",0,"Diners C and F.","Diner C.","Diners C, F, A, D, and E.","ms-h","mo-h","exh",1,1,0,1,0,0,1,1,0,0,0,0,0,0
"745","A7SXWHGK8B40R","English",24,"male","high","high_firefighter",24029,"1","0","0",0,"The fourth and sixth floors.","The sixth floor.","The first floor.","ms-l","mo-l","f",0,0,1,0,1,1,1,0,0,0,0,1,0,0
"746","A7SXWHGK8B40R","English",24,"male","low","low_yoga",10315,"1","0","0",0,"Studios F, E, D, C and B.","Studio F.","Studios C and B.","exh","mo-h","ms-l",1,1,0,0,1,0,1,1,0,0,0,0,0,0
"748","A7SXWHGK8B40R","English",24,"male","high","high_terrorism",9008,"0","1","0",0,"Stores A and F.","Stores E and B.","Store F.","ms-l","ms-h","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"749","A7SXWHGK8B40R","English",24,"male","low","low_brother",10608,"0","1","0",0,"Stall C.","Stalls C, D, A, F and B.","Stalls C and D.","mo-h","exh","ms-h",1,1,0,1,0,0,1,1,0,0,0,0,0,0
"750","A7SXWHGK8B40R","English",24,"male","high","high_inspector",17345,"0","0","1",0,"Restaurants C and E.","Restaurant E.","Restaurants A and B.","ms-l","mo-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"752","A7SXWHGK8B40R","English",24,"male","low","low_coffee",6255,"0","0","1",0,"Cafe D.","Cafes F and D.","Cafes E, B, F, C and D.","mo-l","ms-l","exh",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"753","A7SXWHGK8B40R","English",24,"male","high","high_operative",26058,"1","0","0",0,"The Northeast, Southwest, South, Southeast and North districts.","The Northeast and Southwest districts.","The Northeast district.","exh","ms-h","mo-h",1,1,0,1,0,0,1,1,0,0,0,0,0,0
"754","A7SXWHGK8B40R","English",24,"male","low","low_pic",16030,"0","1","0",0,"Location F.","Location A.","Locations D and F.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"760","A230GPTWWF3SE7","English",26,"female","low","low_pic",10570,"0","1","0",0,"Location F.","Locations A, D, E, and F.","Location A.","mo-l","exh","mo-h",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"761","A230GPTWWF3SE7","English",26,"female","high","high_firefighter",16204,"0","1","0",0,"The fifth floor.","The fifth, second, fourth, third and sixth floors.","The first floor.","mo-h","exh","f",1,1,0,0,0,1,1,1,0,0,0,0,0,0
"763","A230GPTWWF3SE7","English",26,"female","low","low_yoga",19114,"1","0","0",0,"Studios F and E.","Studios C and B.","Studio B.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"764","A230GPTWWF3SE7","English",26,"female","high","high_inspector",12411,"0","0","1",0,"Restaurant A.","Restaurants C and E.","Restaurants A and B.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"766","A230GPTWWF3SE7","English",26,"female","low","low_brother",6017,"1","0","0",0,"Stalls C and D.","Stall E.","Stall C.","ms-h","f","mo-h",0,1,0,1,0,1,1,0,0,0,1,0,0,0
"767","A230GPTWWF3SE7","English",26,"female","high","high_fbi",18733,"0","1","0",0,"Place F.","Places B and E.","Place D.","mo-h","ms-l","f",0,1,0,0,1,1,1,0,0,0,0,1,0,0
"768","A230GPTWWF3SE7","English",26,"female","low","low_la",3296,"0","1","0",0,"Diner C.","Diners A and E.","Diners C and F.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,0,0,0,1,0,0
"770","A230GPTWWF3SE7","English",26,"female","high","high_operative",30439,"0","0","1",0,"The Northeast and Southwest districts.","The South and North districts.","The North district.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,1,0,0,0,0
"771","A230GPTWWF3SE7","English",26,"female","low","low_coffee",3880,"0","0","1",0,"Cafe A.","Cafe D.","Cafes E, B, F, C and D.","f","mo-l","exh",1,0,1,0,0,1,1,1,0,0,0,0,0,0
"772","A230GPTWWF3SE7","English",26,"female","high","high_terrorism",5894,"0","1","0",0,"Stores E and B.","Stores E, B, A, D, and F.","Store F.","ms-h","exh","mo-l",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"778","A2RMJNF6IPI42F","english",33,"female","low","low_brother",20259,"0","1","0",0,"Stalls A and B.","Stall C.","Stall B.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"779","A2RMJNF6IPI42F","english",33,"female","high","high_firefighter",15738,"0","0","1",0,"The fourth and sixth floors.","The first floor.","The fifth and second floors.","ms-l","f","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"781","A2RMJNF6IPI42F","english",33,"female","low","low_yoga",12419,"1","1","0",0,"Studios F and E.","Studio F.","Studio A.","ms-h","mo-h","f",0,1,0,1,0,1,1,0,1,0,1,0,0,0
"782","A2RMJNF6IPI42F","english",33,"female","high","high_inspector",11086,"1","1","0",0,"Restaurant A.","Restaurants A and B.","Restaurants C and E.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"784","A2RMJNF6IPI42F","english",33,"female","low","low_coffee",8023,"0","1","0",0,"Cafes E, B, F, C and D.","Cafes E and B.","Cafe D.","exh","ms-h","mo-l",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"785","A2RMJNF6IPI42F","english",33,"female","high","high_terrorism",6886,"0","1","0",0,"Stores A and F.","Stores E and B.","Store F.","ms-l","ms-h","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"786","A2RMJNF6IPI42F","english",33,"female","low","low_pic",9022,"0","0","0",1,"Locations D and F.","Location A.","Location B.","ms-l","mo-h","f",0,1,0,0,1,1,1,0,0,0,0,0,0,1
"788","A2RMJNF6IPI42F","english",33,"female","high","high_operative",9671,"0","0","0",1,"The Northeast district.","The North district.","The West district.","mo-h","mo-l","f",0,1,1,0,0,1,1,0,0,0,0,0,0,1
"789","A2RMJNF6IPI42F","english",33,"female","low","low_la",8462,"0","1","1",0,"Diner E.","Diner C.","Diners C and F.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"790","A2RMJNF6IPI42F","english",33,"female","high","high_fbi",7244,"0","1","0",0,"Places F and A.","Place F.","Places B and E.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,1,0,0,0,0,0
"796","A2GTL8ODM5JYA2","English",40,"female","high","high_inspector",86042,"1","0","0",0,"Restaurants A and B.","Restaurants C and E.","Restaurant E.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"797","A2GTL8ODM5JYA2","English",40,"female","low","low_coffee",38710,"1","0","0",0,"Cafes E and B.","Cafe D.","Cafes F and D.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"799","A2GTL8ODM5JYA2","English",40,"female","high","high_firefighter",48648,"1","1","1",0,"The fifth floor.","The fourth and sixth floors.","The fifth and second floors.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"800","A2GTL8ODM5JYA2","English",40,"female","low","low_brother",38994,"0","0","0",1,"Stalls A and B.","Stall C.","Stall B.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,0,0,0,0,0,1
"802","A2GTL8ODM5JYA2","English",40,"female","high","high_operative",69284,"0","1","0",0,"The Northeast and Southwest districts.","The South and North districts.","The West district.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,0,1,0,0
"803","A2GTL8ODM5JYA2","English",40,"female","low","low_yoga",24784,"0","1","1",0,"Studio B.","Studio F.","Studios F and E.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"804","A2GTL8ODM5JYA2","English",40,"female","high","high_terrorism",31509,"0","1","0",0,"Store F.","Stores E and B.","Stores A and F.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"806","A2GTL8ODM5JYA2","English",40,"female","low","low_la",27362,"1","1","0",0,"Diner C.","Diners C and F.","Diner E.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"807","A2GTL8ODM5JYA2","English",40,"female","high","high_fbi",20951,"1","0","0",0,"Place F.","Place E.","Place D.","mo-h","mo-l","f",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"808","A2GTL8ODM5JYA2","English",40,"female","low","low_pic",28048,"0","0","1",0,"Location F.","Locations D and F.","Locations A and D.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"814","A1GKD3NG1NNHRP","ENG",58,"female","low","low_yoga",119932,"1","0","1",0,"Studio F.","Studio B.","Studios F, E, D, C and B.","mo-h","mo-l","exh",1,1,1,0,0,0,1,1,1,0,0,0,0,0
"815","A1GKD3NG1NNHRP","ENG",58,"female","high","high_terrorism",78519,"1","1","0",0,"Store E.","Stores E, B, A, D, and F.","Stores A and F.","mo-h","exh","ms-l",1,1,0,0,1,0,1,1,1,0,0,0,0,0
"817","A1GKD3NG1NNHRP","ENG",58,"female","low","low_brother",114252,"1","0","0",0,"Stalls C and D.","Stall C.","Stall B.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"818","A1GKD3NG1NNHRP","ENG",58,"female","high","high_fbi",49143,"0","1","0",0,"Places B and E.","Places F, A, B, C and E.","Place E.","ms-l","exh","mo-l",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"820","A1GKD3NG1NNHRP","ENG",58,"female","low","low_pic",48720,"0","1","0",1,"Location F.","Locations A and D.","Locations D and F.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,1
"821","A1GKD3NG1NNHRP","ENG",58,"female","high","high_firefighter",8595,"0","0","1",0,"The sixth floor.","The fourth and sixth floors.","The fifth floor.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"822","A1GKD3NG1NNHRP","ENG",58,"female","low","low_coffee",4336,"1","0","0",0,"Cafe D.","Cafe E.","Cafes E and B.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,0,1,0,0,0,0
"824","A1GKD3NG1NNHRP","ENG",58,"female","high","high_inspector",4175,"0","0","1",0,"Restaurants A and B.","Restaurants C and E.","Restaurant E.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,1,0,0,0,0
"825","A1GKD3NG1NNHRP","ENG",58,"female","low","low_la",5014,"0","0","1",0,"Diners C, F, A, D, and E.","Diners A and E.","Diners C and F.","exh","ms-l","ms-h",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"826","A1GKD3NG1NNHRP","ENG",58,"female","high","high_operative",4619,"0","0","1",0,"The Northeast and Southwest districts.","The South and North districts.","The West district.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,0,0,1,0
"832","A3JLE2LJ5I17E2","english",28,"male","low","low_la",6557,"0","0","0",1,"Diner E.","Diners C and F.","Diners C, F, A, D, and E.","mo-l","ms-h","exh",1,0,1,1,0,0,1,0,0,0,0,0,0,1
"833","A3JLE2LJ5I17E2","english",28,"male","high","high_inspector",1432,"0","0","1",0,"Restaurant F.","Restaurants A and B.","Restaurant E.","f","ms-h","mo-l",0,0,1,1,0,1,1,0,0,1,0,0,0,0
"835","A3JLE2LJ5I17E2","english",28,"male","low","low_brother",2755,"0","1","0",0,"Stall C.","Stalls C and D.","Stalls C, D, A, F and B.","mo-h","ms-h","exh",1,1,0,1,0,0,1,0,0,0,1,0,0,0
"836","A3JLE2LJ5I17E2","english",28,"male","high","high_fbi",2111,"0","1","0",0,"Places F and A.","Places F, A, B, C and E.","Place E.","ms-h","exh","mo-l",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"838","A3JLE2LJ5I17E2","english",28,"male","low","low_yoga",1674,"0","1","0",0,"Studio B.","Studio F.","Studios F, E, D, C and B.","mo-l","mo-h","exh",1,1,1,0,0,0,1,0,1,0,0,0,0,0
"839","A3JLE2LJ5I17E2","english",28,"male","high","high_terrorism",1594,"0","1","0",0,"Store C.","Store E.","Stores E, B, A, D, and F.","f","mo-h","exh",1,1,0,0,0,1,1,0,1,0,0,0,0,0
"840","A3JLE2LJ5I17E2","english",28,"male","low","low_pic",1206,"0","1","0",0,"Locations A, D, E, and F.","Locations D and F.","Location F.","exh","ms-l","mo-l",1,0,1,0,1,0,1,0,0,0,0,1,0,0
"842","A3JLE2LJ5I17E2","english",28,"male","high","high_operative",1345,"0","1","0",0,"The Northeast and Southwest districts.","The North district.","The West district.","ms-h","mo-l","f",0,0,1,1,0,1,1,0,0,1,0,0,0,0
"843","A3JLE2LJ5I17E2","english",28,"male","low","low_coffee",2368,"0","1","0",0,"Cafes F and D.","Cafes E, B, F, C and D.","Cafes E and B.","ms-l","exh","ms-h",1,0,0,1,1,0,1,1,0,0,0,0,0,0
"844","A3JLE2LJ5I17E2","english",28,"male","high","high_firefighter",2230,"0","1","0",0,"The fourth and sixth floors.","The first floor.","The sixth floor.","ms-l","f","mo-l",0,0,1,0,1,1,1,0,0,0,0,0,1,0
"850","A39A8K2UX0U05W","ENGLISH",36,"male","low","low_yoga",43978,"1","1","1",0,"Studios C and B.","Studio F.","Studios F, E, D, C and B.","ms-l","mo-h","exh",1,1,0,0,1,0,1,1,1,0,0,1,0,0
"851","A39A8K2UX0U05W","ENGLISH",36,"male","high","high_operative",62060,"0","1","0",0,"The North district.","The Northeast and Southwest districts.","The Northeast district.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"853","A39A8K2UX0U05W","ENGLISH",36,"male","low","low_brother",10183,"1","0","0",0,"Stalls C and D.","Stall C.","Stall E.","ms-h","mo-h","f",0,1,0,1,0,1,1,0,0,0,1,0,0,0
"854","A39A8K2UX0U05W","ENGLISH",36,"male","high","high_fbi",22921,"0","0","1",0,"Place E.","Places B and E.","Place F.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"856","A39A8K2UX0U05W","ENGLISH",36,"male","low","low_la",7221,"0","0","1",0,"Diner B.","Diners A and E.","Diners C and F.","f","ms-l","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"857","A39A8K2UX0U05W","ENGLISH",36,"male","high","high_firefighter",6126,"0","0","1",0,"The fourth and sixth floors.","The first floor.","The fifth and second floors.","ms-l","f","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"858","A39A8K2UX0U05W","ENGLISH",36,"male","low","low_coffee",8013,"0","1","0",0,"Cafe E.","Cafes E and B.","Cafes F and D.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"860","A39A8K2UX0U05W","ENGLISH",36,"male","high","high_inspector",21568,"1","0","0",0,"Restaurants A, B, C, D, and E.","Restaurant F.","Restaurant E.","exh","f","mo-l",1,0,1,0,0,1,1,1,0,0,0,0,0,0
"861","A39A8K2UX0U05W","ENGLISH",36,"male","low","low_pic",23313,"0","1","0",0,"Location B.","Location A.","Locations A, D, E, and F.","f","mo-h","exh",1,1,0,0,0,1,1,0,1,0,0,0,0,0
"862","A39A8K2UX0U05W","ENGLISH",36,"male","high","high_terrorism",3846,"0","1","0",0,"Store C.","Store E.","Stores E, B, A, D, and F.","f","mo-h","exh",1,1,0,0,0,1,1,0,1,0,0,0,0,0
"868","AN098C29EGJ6","English",28,"female","low","low_yoga",32825,"0","0","0",1,"Studio A.","Studio B.","Studios C and B.","f","mo-l","ms-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"869","AN098C29EGJ6","English",28,"female","high","high_firefighter",43670,"1","1","1",0,"The fifth floor.","The sixth floor.","The fifth and second floors.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"870","AN098C29EGJ6","English",28,"female","low","low_brother",57821,"1","0","0",0,"Stall C.","Stalls C, D, A, F and B.","Stalls A and B.","mo-h","exh","ms-l",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"872","AN098C29EGJ6","English",28,"female","high","high_fbi",86107,"0","1","0",0,"Places F, A, B, C and E.","Places F and A.","Place D.","exh","ms-h","f",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"873","AN098C29EGJ6","English",28,"female","low","low_la",47680,"0","1","0",0,"Diner B.","Diner C.","Diner E.","f","mo-h","mo-l",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"875","AN098C29EGJ6","English",28,"female","high","high_terrorism",22153,"0","0","0",1,"Store F.","Store C.","Stores A and F.","mo-l","f","ms-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"876","AN098C29EGJ6","English",28,"female","low","low_coffee",17488,"0","0","0",1,"Cafes F and D.","Cafes E, B, F, C and D.","Cafe D.","ms-l","exh","mo-l",1,0,1,0,1,0,1,0,0,0,0,0,0,1
"877","AN098C29EGJ6","English",28,"female","high","high_operative",31834,"1","0","0",0,"The Northeast and Southwest districts.","The North district.","The Northeast district.","ms-h","mo-l","mo-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"879","AN098C29EGJ6","English",28,"female","low","low_pic",104137,"0","0","1",0,"Location F.","Locations D and F.","Locations A and D.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
